method,day_index,total_objective_cost,electricity_cost,qos_cost,switching_cost,total_energy_kwh,peak_power_kw,average_power_kw,average_active_servers,average_utilization,P1_sla_violation_rate,P2_sla_violation_rate,P3_sla_violation_rate,P1_violation_count,P2_violation_count,P3_violation_count,P1_sla_cost,P2_sla_cost,P3_sla_cost,P1_avg_delay,P2_avg_delay,P3_avg_delay,P1_completed,P2_completed,P3_completed,num_eval_days,start_day_index,end_day_index,random_seed
queue_greedy,1157,329.7944,270.19440000000003,0.0,59.6,508.39650000000006,37.449,21.183187500000003,18.3125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0902612826603326,3.153225806451613,387.0,421.0,248.0,267,1064,1330,2024
queue_greedy,1158,337.8116019738579,270.8116019738578,0.0,67.0,502.9852639808059,34.614000000000004,20.95771933253358,17.927083333333332,0.9993765661229146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.165929203539823,3.236051502145923,396.0,452.0,233.0,267,1064,1330,2024
queue_greedy,1159,318.5426883511576,265.84268835115756,0.0,52.699999999999996,495.83837765986755,34.614000000000004,20.65993240249448,17.4375,0.9978108162678557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0977443609022557,3.1434426229508197,367.0,399.0,244.0,267,1064,1330,2024
queue_greedy,1160,324.22978500000005,266.029785,0.0,58.2,493.65450000000004,37.449,20.5689375,17.229166666666668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1685393258426966,3.210762331838565,392.0,445.0,223.0,267,1064,1330,2024
queue_greedy,1161,316.56852590124964,263.46852590124956,0.0,53.1,488.7513465664051,31.212,20.36463944026688,16.885416666666668,0.9989841083946462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0608899297423888,3.3013698630136985,383.0,427.0,219.0,267,1064,1330,2024
queue_greedy,1162,320.64376839105216,268.44376839105223,0.0,52.2,502.3676355970381,37.449,20.931984816543252,17.916666666666668,0.997559459264425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1182266009852218,3.099601593625498,399.0,406.0,251.0,267,1064,1330,2024
queue_greedy,1163,316.3915836720277,259.99158367202773,0.0,56.4,481.03098022508664,37.449,20.04295750937861,16.354166666666668,0.9946721129822652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.061904761904762,3.395121951219512,400.0,420.0,205.0,267,1064,1330,2024
queue_greedy,1164,329.81384360528807,271.41384360528804,0.0,58.39999999999999,506.75874564152514,34.614000000000004,21.11494773506355,18.229166666666668,0.9973569431167496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0964125560538116,3.176706827309237,402.0,446.0,249.0,267,1064,1330,2024
queue_greedy,1165,317.84117106935537,264.0411710693554,0.0,53.8,490.0668861542356,32.913,20.419453589759815,17.0,0.998227544771337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0023866348448687,1.1059907834101383,3.2764976958525347,419.0,434.0,217.0,267,1064,1330,2024
queue_greedy,1166,325.32325471921644,273.4232547192164,0.0,51.9,505.76460849755125,37.449,21.073525354064635,18.135416666666668,0.9993064309300456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0656779661016949,3.293103448275862,387.0,472.0,232.0,267,1064,1330,2024
queue_greedy,1167,323.09716249999997,267.0971625000001,0.0,56.0,495.78075000000007,32.913000000000004,20.65753125,17.385416666666668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.109619686800895,3.222707423580786,400.0,447.0,229.0,267,1064,1330,2024
queue_greedy,1168,310.3900926512513,258.79009265125137,0.0,51.6,485.8699145351603,34.614,20.244579772298348,16.666666666666668,0.9989527937831375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0026246719160106,1.19559902200489,3.123853211009174,381.0,409.0,218.0,267,1064,1330,2024
queue_greedy,1169,326.2840518795624,272.68405187956245,0.0,53.6,507.61407618613276,34.614000000000004,21.15058650775553,18.333333333333332,0.9873426658640764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0872641509433962,3.128,357.0,424.0,250.0,267,1064,1330,2024
queue_greedy,1170,323.597973926763,272.597973926763,0.0,51.0,506.9596997711345,34.614,21.123320823797272,18.229166666666668,0.9975342605152138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0869565217391304,3.2208835341365463,396.0,414.0,249.0,267,1064,1330,2024
queue_greedy,1171,324.3528155240542,269.7528155240542,0.0,54.6,498.68430632516936,37.449,20.778512763548722,17.645833333333332,0.9924202929463922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1195402298850574,3.1991525423728815,369.0,435.0,236.0,267,1064,1330,2024
queue_greedy,1172,330.6284830201531,273.0284830201531,0.0,57.599999999999994,503.16660318797847,34.614,20.965275132832435,18.0625,0.9936375157195112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1278538812785388,3.1715481171548117,388.0,438.0,239.0,267,1064,1330,2024
queue_greedy,1173,335.3643854392939,270.56438543929397,0.0,64.80000000000001,508.9679857477936,40.851,21.206999406158065,18.364583333333332,0.998705661011018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1224489795918366,3.178861788617886,412.0,441.0,246.0,267,1064,1330,2024
queue_greedy,1174,320.05376904333406,269.85376904333407,0.0,50.2,498.26445794791897,34.614000000000004,20.76101908116329,17.583333333333332,0.9987551572903929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1908893709327548,3.2589285714285716,396.0,461.0,224.0,267,1064,1330,2024
queue_greedy,1175,340.9507287366084,269.15072873660836,0.0,71.8,498.3487460519013,34.614000000000004,20.764531085495886,17.625,0.9953674941540905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.143507972665148,3.205357142857143,417.0,439.0,224.0,267,1064,1330,2024
queue_greedy,1176,309.3977113742846,255.5977113742846,0.0,53.8,480.8904105446393,37.55107308942181,20.03710043935997,16.427083333333332,0.9919643162435466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.136258660508083,3.3266331658291457,389.0,433.0,199.0,267,1064,1330,2024
queue_greedy,1177,330.00533528206404,272.00533528206404,0.0,58.0,508.54514150645014,34.614000000000004,21.18938089610209,18.375,0.9955590886912425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1059602649006623,3.1877551020408164,398.0,453.0,245.0,267,1064,1330,2024
