method,mean_servers,std_servers,min_servers,max_servers,n_days
fixed,63.614583333333336,0.0,63.614583333333336,63.614583333333336,267
queue_greedy,17.747308052434455,0.70057601778431,16.1875,19.802083333333332,267
price_aware_greedy,17.745630461922598,0.7005870371159094,16.21875,19.78125,267
dqn,68.90297284644194,0.3178399575798923,68.38541666666667,69.78125,267
aci_dqn,68.0636313982522,3.4354495105557126,55.71875,76.0625,267
dtaci_dqn,109.24118289637953,1.8947848253300918,104.38541666666667,116.72916666666667,267
